2968551,2633871,1756288,3,3ffff
2572876,2443277,1756288,3,7ffff
3438040,3399338,3107396,3,0ffff
3795249,3602070,3262440,6,f369e735158ba88c3a219a8aabd38910ffff
3547702,3509111,3262440,3,1369e735158ba88c0a219a8aabd38910ffff
3866383,3800425,3262440,3,1369e735158ba88c1ffff
3689463,3544385,3284048,3,d2212b61759e69b513dbcd558a0ffff
3444209,3422206,2085552,11,2ffff
3186319,3134573,2085552,8,2e33698d95851aff7d7ffff
3863900,2747737,2085552,7,2effff
1157008,994227,319467,6,fa46ffff
3514677,2884912,2085552,5,2e3ffff
3699294,3085801,2085552,3,2e33698d95851aff7d763845a0ffff
3717885,3700073,2776399,4,f76ecf95e8e1a6c0ffff
3700073,3388201,2776399,3,f76ecf95e8e1a6c00ffff
3737743,1138511,777300,5,faffff
1138511,1009298,777300,4,ae258a90dd2e1a3953e6b18ffff
3247260,1138511,777300,5,f7ffff
