5973451,5307167,4327864,5,f5ffff
8312120,6767492,4327864,11,f5a517b14e293586c558561a68d64fb5100ffff
9531955,8312120,4327864,12,f5f5ffff
9275588,9062717,4327864,13,f5aa17b14e293586c058561a68d64fb5100ffff
9401433,9275588,4327864,14,f5aa17b14e293586c058561a68d64fb5100ffff
9545084,9401433,4327864,15,f5aa17b14e293586cc58561a68d64fb5100ffff
8944981,2633871,1756288,3,2ffff
2572876,2443277,1756288,3,7ffff
6050957,5201057,3107396,3,0ffff
9427998,9328043,8415364,6,fe54e226857a958db1cffff
9328043,9039015,8415364,5,fe54e226857a958db1cca20cffff
6207428,6119678,3262440,7,f3ffff
4832158,4745392,3262440,5,f3ffff
7712377,7528582,7088155,3,03dab7908ed64197e581c63a4082a3647982b95e23f6ffff
8882591,7712377,7088155,4,03dab7908ed64197e581c63a4082a3647982b95e23f6ffff
7749820,7615672,7088155,5,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
7785600,7749820,7088155,6,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
7819533,7785600,7088155,7,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
9314998,7819533,7088155,8,032ab7908ed64197e581cc3a4082a3647982b95e23f6ffff
8528215,8409665,7088155,9,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
8350480,8263740,7088155,10,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
8736088,8462834,7088155,12,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
8855000,8736088,7088155,13,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
9004500,8855000,7088155,14,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
9004578,9004500,7088155,15,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
9238272,9004578,7088155,16,032ab7908ed64197e581c63a4082a3647982b95e23f6ffff
9512934,9238272,7088155,17,032ab7908ed64197e581cc3a4082a3647982b95e23f6ffff
9095541,9094096,8409524,6,1ffff
6466174,6356397,4791474,5,feffff
1168371,878165,319467,6,fa465be98bffff
1157008,994227,319467,6,fa46ffff
9636361,9532864,2776399,36,f76ecf95e8e1a6c0ffff
9532864,9505941,2776399,35,f76ecf95e8e1a6c00ffff
9505941,9365160,2776399,34,f76ecf95e8e1a6c00ffff
9365160,8903488,2776399,33,f76ecf95e8e1a6c00ffff
8903488,8414385,2776399,32,f76ecf95e8e1a6c00ffff
8414385,7905289,2776399,31,f76ecf95e8e1a6c00ffff
7905289,7853546,2776399,30,f76eef95e8e1a6ce0ffff
9517147,9394753,2776399,29,f76ecf95e8e1a6c0ffff
9394753,9279623,2776399,28,f76ecf95e8e1a6c00ffff
9279623,8535895,2776399,27,f76ecf95e8e1a6c00ffff
8535895,8085385,2776399,26,f76ecf95e8e1a6c00ffff
9285452,8811611,2776399,25,f76ecf95e8e1a6c00ffff
8811611,8797853,2776399,24,f76ecf95e8e1a6c00ffff
9336522,7053183,2776399,23,f76ecf95e8e1a6c00ffff
9438990,9422273,2776399,22,f76ecf95e8e1a6c00ffff
9422273,7870524,2776399,21,f76ecf95e8e1a6c00ffff
9673473,9430249,2776399,20,f76ecf95e8e1a6c0ffff
9430249,8257279,2776399,19,f76ecf95e8e1a6c00ffff
8257279,6903933,2776399,18,f76ecf95e8e1a6c00ffff
6903933,6825796,2776399,17,f76ecf95e8e1a6c00ffff
8684116,6054873,2776399,16,f7fecf95e8e1a6cffff
9467184,9145753,2776399,15,f76ecf95e8e1a6c00ffff
9145753,8470681,2776399,14,f76ecf95e8e1a6c00ffff
9733073,8308104,2776399,12,f76ecf95e8e1a6c0ffff
8308104,8268443,2776399,11,f76ecf95e8e1a6c00ffff
9683917,9375945,2776399,10,f76ecf95e8e1a6c0ffff
9375945,8589912,2776399,9,f76ecf95e8e1a6c00ffff
8589912,8197753,2776399,8,f76ecf95e8e1a6c00ffff
9278765,8601839,2776399,7,f76ecf95e8e1a6c00ffff
9533796,8391812,2776399,6,f76ecf95e8e1a6c0ffff
8931540,1138511,777300,5,f0ffff
5919162,1138511,777300,5,faffff
3247260,1138511,777300,5,f7ffff
8506751,1138511,777300,5,fdffff
